año,genero,cantidad
2009-01-01,Short,3878
2009-01-01,Sport,239
2009-01-01,Talk-Show,112
2009-01-01,Thriller,1174
2009-01-01,War,210
2009-01-01,Western,62
2010-01-01,Action,1143
2010-01-01,Adult,236
2010-01-01,Adventure,620
2010-01-01,Animation,747
2010-01-01,Biography,428
2010-01-01,Comedy,3485
2010-01-01,Crime,613
2010-01-01,Documentary,2562
2010-01-01,Drama,4427
2010-01-01,Family,720
2010-01-01,Fantasy,609
2010-01-01,Game-Show,51
2010-01-01,History,451
2010-01-01,Horror,1084
2010-01-01,Music,505
2010-01-01,Musical,163
2010-01-01,Mystery,549
2010-01-01,News,162
2010-01-01,Reality-TV,369
2010-01-01,Romance,989
2010-01-01,Sci-Fi,576
2010-01-01,Short,4041
2010-01-01,Sport,278
2010-01-01,Talk-Show,96
2010-01-01,Thriller,1166
2010-01-01,War,250
2010-01-01,Western,86
2011-01-01,Action,1089
2011-01-01,Adult,180
2011-01-01,Adventure,588
2011-01-01,Animation,717
2011-01-01,Biography,449
2011-01-01,Comedy,3524
2011-01-01,Crime,625
2011-01-01,Documentary,2591
2011-01-01,Drama,4346
2011-01-01,Family,677
2011-01-01,Fantasy,581
2011-01-01,Game-Show,55
2011-01-01,History,413
2011-01-01,Horror,1083
2011-01-01,Music,545
2011-01-01,Musical,170
2011-01-01,Mystery,510
2011-01-01,News,211
2011-01-01,Reality-TV,419
2011-01-01,Romance,926
2011-01-01,Sci-Fi,599
2011-01-01,Short,4016
2011-01-01,Sport,238
2011-01-01,Talk-Show,120
2011-01-01,Thriller,1136
2011-01-01,War,202
2011-01-01,Western,66
2012-01-01,Action,1036
2012-01-01,Adult,139
2012-01-01,Adventure,524
2012-01-01,Animation,665
2012-01-01,Biography,469
2012-01-01,Comedy,3288
2012-01-01,Crime,563
2012-01-01,Documentary,2368
2012-01-01,Drama,4082
2012-01-01,Family,680
2012-01-01,Fantasy,515
2012-01-01,Game-Show,46
2012-01-01,History,426
2012-01-01,Horror,1081
2012-01-01,Music,468
2012-01-01,Musical,148
2012-01-01,Mystery,451
2012-01-01,News,189
2012-01-01,Reality-TV,360
2012-01-01,Romance,909
2012-01-01,Sci-Fi,566
2012-01-01,Short,3495
2012-01-01,Sport,226
2012-01-01,Talk-Show,108
2012-01-01,Thriller,1103
2012-01-01,War,176
2012-01-01,Western,69
2013-01-01,Action,879
2013-01-01,Adult,77
2013-01-01,Adventure,516
2013-01-01,Animation,566
2013-01-01,Biography,480
2013-01-01,Comedy,2874
2013-01-01,Crime,546
2013-01-01,Documentary,2004
2013-01-01,Drama,3704
2013-01-01,Family,656
2013-01-01,Fantasy,476
2013-01-01,Game-Show,46
2013-01-01,History,412
2013-01-01,Horror,838
2013-01-01,Music,393
2013-01-01,Musical,118
2013-01-01,Mystery,407
2013-01-01,News,183
2013-01-01,Reality-TV,340
2013-01-01,Romance,846
2013-01-01,Sci-Fi,520
2013-01-01,Short,2629
2013-01-01,Sport,193
2013-01-01,Talk-Show,84
2013-01-01,Thriller,1004
2013-01-01,War,180
2013-01-01,Western,50
2014-01-01,Action,579
2014-01-01,Adult,24
2014-01-01,Adventure,323
2014-01-01,Animation,386
2014-01-01,Biography,279
2014-01-01,Comedy,1753
2014-01-01,Crime,338
2014-01-01,Documentary,1052
2014-01-01,Drama,2313
2014-01-01,Family,402
2014-01-01,Fantasy,263
2014-01-01,Game-Show,20
2014-01-01,History,248
2014-01-01,Horror,542
2014-01-01,Music,214
2014-01-01,Musical,83
2014-01-01,Mystery,287
2014-01-01,News,91
2014-01-01,Reality-TV,200
2014-01-01,Romance,583
2014-01-01,Sci-Fi,307
2014-01-01,Short,1077
2014-01-01,Sport,120
2014-01-01,Talk-Show,43
2014-01-01,Thriller,683
2014-01-01,War,105
2014-01-01,Western,32
